TIF ID,TIF NAME,REPORTING CATEGORY,DESCRIPTION,AMOUNT
T-042,Sanitary Drainage and Ship Canal,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-042,Sanitary Drainage and Ship Canal,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-042,Sanitary Drainage and Ship Canal,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-042,Sanitary Drainage and Ship Canal,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-042,Sanitary Drainage and Ship Canal,Expenditures,Relocation costs. (q)(8),$0.00
T-042,Sanitary Drainage and Ship Canal,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-042,Sanitary Drainage and Ship Canal,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-043,Stockyards Annex,Revenues,Interest,$15356.00
T-043,Stockyards Annex,Revenues,Total revenues,$2057127.00
T-043,Stockyards Annex,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$39404.00
T-043,Stockyards Annex,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-043,Stockyards Annex,Revenues over expenditures,,$1796123.00
T-043,Stockyards Annex,Fund balance,Designated for future redevelopment project costs,$12969812.00
T-043,Stockyards Annex,Fund balance,Total fund balance,$12969812.00
T-043,Stockyards Annex,Expenditures,Total expenditures,$261004.00
T-043,Stockyards Annex,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-043,Stockyards Annex,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-043,Stockyards Annex,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-043,Stockyards Annex,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-043,Stockyards Annex,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-043,Stockyards Annex,Fund balance,Beginning of year,$11173689.00
T-043,Stockyards Annex,Fund balance,End of year,$12969812.00
T-043,Stockyards Annex,Fund balance,Reserved for debt service,$0.00
T-043,Stockyards Annex,Fund balance,Reserved for encumbrances,$0.00
T-043,Stockyards Annex,Expenditures,Relocation costs. (q)(8),$0.00
T-043,Stockyards Annex,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-043,Stockyards Annex,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-043,Stockyards Annex,Expenditures,Financing costs. (q)(6),$0.00
T-043,Stockyards Annex,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-043,Stockyards Annex,Expenditures,Costs of construction of public works and improvements. (q)(4),$16949.00
T-043,Stockyards Annex,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$63795.00
T-043,Stockyards Annex,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$140856.00
T-043,Stockyards Annex,Revenues,Property tax,$2041771.00
T-043,Stockyards Annex,Revenues,Sales tax,$0.00
T-044,Stockyards Industrial Commercial,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-044,Stockyards Industrial Commercial,Revenues over expenditures,,$-1613423.00
T-044,Stockyards Industrial Commercial,Expenditures,Total expenditures,$1613423.00
T-044,Stockyards Industrial Commercial,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-044,Stockyards Industrial Commercial,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-044,Stockyards Industrial Commercial,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-044,Stockyards Industrial Commercial,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-044,Stockyards Industrial Commercial,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-044,Stockyards Industrial Commercial,Expenditures,Relocation costs. (q)(8),$0.00
T-044,Stockyards Industrial Commercial,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-044,Stockyards Industrial Commercial,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$55318.00
T-044,Stockyards Industrial Commercial,Revenues,Total revenues,$0.00
T-044,Stockyards Industrial Commercial,Revenues,Miscellaneous revenue,$0.00
T-044,Stockyards Industrial Commercial,Revenues,Interest,$0.00
T-044,Stockyards Industrial Commercial,Revenues,Sales tax,$0.00
T-044,Stockyards Industrial Commercial,Revenues,Property tax,$0.00
T-044,Stockyards Industrial Commercial,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-044,Stockyards Industrial Commercial,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-044,Stockyards Industrial Commercial,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-044,Stockyards Industrial Commercial,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-044,Stockyards Industrial Commercial,Expenditures,Financing costs. (q)(6),$1558105.00
T-044,Stockyards Industrial Commercial,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-044,Stockyards Industrial Commercial,Fund balance,Total fund balance,$4408438.00
T-044,Stockyards Industrial Commercial,Fund balance,Designated for future redevelopment project costs,$456923.00
T-044,Stockyards Industrial Commercial,Fund balance,Reserved for encumbrances,$0.00
T-044,Stockyards Industrial Commercial,Fund balance,Reserved for debt service,$3951515.00
T-044,Stockyards Industrial Commercial,Fund balance,End of year,$1945336.00
T-044,Stockyards Industrial Commercial,Fund balance,Beginning of year,$3558759.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Total expenditures,$693830.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Fund balance,Beginning of year,$6564064.00
T-045,Stockyards Southeast Quadrant Industrial,Fund balance,End of year,$5870234.00
T-045,Stockyards Southeast Quadrant Industrial,Fund balance,Reserved for debt service,$3198942.00
T-045,Stockyards Southeast Quadrant Industrial,Fund balance,Reserved for encumbrances,$0.00
T-045,Stockyards Southeast Quadrant Industrial,Fund balance,Designated for future redevelopment project costs,$4501329.00
T-045,Stockyards Southeast Quadrant Industrial,Fund balance,Total fund balance,$7700271.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$45211.00
T-045,Stockyards Southeast Quadrant Industrial,Revenues,Total revenues,$0.00
T-045,Stockyards Southeast Quadrant Industrial,Revenues,Interest,$0.00
T-045,Stockyards Southeast Quadrant Industrial,Revenues,Sales tax,$0.00
T-045,Stockyards Southeast Quadrant Industrial,Revenues,Property tax,$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Relocation costs. (q)(8),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Financing costs. (q)(6),$648619.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Revenues over expenditures,,$-693830.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-045,Stockyards Southeast Quadrant Industrial,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-046,West Grand,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-046,West Grand,Fund balance,Total fund balance,$176521.00
T-046,West Grand,Fund balance,Designated for future redevelopment project costs,$176521.00
T-046,West Grand,Fund balance,Reserved for encumbrances,$0.00
T-046,West Grand,Fund balance,Reserved for debt service,$0.00
T-046,West Grand,Fund balance,End of year,$176521.00
T-046,West Grand,Fund balance,Beginning of year,$129106.00
T-046,West Grand,Revenues over expenditures,,$47415.00
T-046,West Grand,Expenditures,Total expenditures,$45465.00
T-046,West Grand,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-046,West Grand,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-046,West Grand,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-046,West Grand,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-046,West Grand,Expenditures,Relocation costs. (q)(8),$0.00
T-046,West Grand,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-046,West Grand,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-046,West Grand,Expenditures,Financing costs. (q)(6),$0.00
T-046,West Grand,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-046,West Grand,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-046,West Grand,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-046,West Grand,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$41287.00
T-046,West Grand,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-046,West Grand,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$4178.00
T-046,West Grand,Revenues,Total revenues,$92880.00
T-046,West Grand,Revenues,Interest,$149.00
T-046,West Grand,Revenues,Sales tax,$0.00
T-046,West Grand,Revenues,Property tax,$92731.00
T-047,West Ridge/Peterson,Fund balance,Total fund balance,$1232309.00
T-047,West Ridge/Peterson,Revenues,Property tax,$530979.00
T-047,West Ridge/Peterson,Fund balance,Designated for future redevelopment project costs,$1232309.00
T-047,West Ridge/Peterson,Fund balance,Reserved for encumbrances,$0.00
T-047,West Ridge/Peterson,Fund balance,Reserved for debt service,$0.00
T-047,West Ridge/Peterson,Fund balance,End of year,$1232309.00
T-047,West Ridge/Peterson,Fund balance,Beginning of year,$1494101.00
T-047,West Ridge/Peterson,Expenditures over revenues,,$-261792.00
T-047,West Ridge/Peterson,Expenditures,Total expenditures,$794330.00
T-047,West Ridge/Peterson,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-047,West Ridge/Peterson,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-047,West Ridge/Peterson,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-047,West Ridge/Peterson,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-047,West Ridge/Peterson,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-047,West Ridge/Peterson,Expenditures,Relocation costs. (q)(8),$0.00
T-047,West Ridge/Peterson,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-047,West Ridge/Peterson,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-047,West Ridge/Peterson,Expenditures,Financing costs. (q)(6),$0.00
T-047,West Ridge/Peterson,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-047,West Ridge/Peterson,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-047,West Ridge/Peterson,Revenues,Sales tax,$0.00
T-047,West Ridge/Peterson,Revenues,Interest,$1559.00
T-047,West Ridge/Peterson,Revenues,Total revenues,$532538.00
T-047,West Ridge/Peterson,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$12793.00
T-047,West Ridge/Peterson,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-047,West Ridge/Peterson,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-047,West Ridge/Peterson,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$781537.00
